,Run #1 BSF,Run #2 BSF,Run #3 BSF,Run #4 BSF,Average BSF
581,29163.524930786138,31539.839126299255,26966.98895506941,27071.31965166813,28685.418165955733
591,29111.337004691,31539.839126299255,26966.98895506941,26723.8527966687,28585.504470682088
601,28949.04598914957,31539.839126299255,26913.82943834599,26628.845018237378,28507.889893008047
611,28912.91973560701,31447.202936858997,26525.366137342597,26454.27521479273,28334.941006150337
621,28912.91973560701,31222.67602630828,26525.366137342597,26098.36871320485,28189.832653115685
631,28912.91973560701,31222.67602630828,26392.856464942044,26051.928312295382,28145.09513478818
641,28725.860697606884,31173.98264262644,26367.851499193275,25972.59154388696,28060.07159582839
651,28725.860697606884,31173.98264262644,26327.580445071,25923.831909293578,28037.813923649475
661,28604.840099397898,31173.98264262644,26308.333890228103,25923.831909293578,28002.747135386504
671,28289.348117596604,31171.17400556442,26308.333890228103,25775.074903752207,27885.982729285333
681,28121.484030140426,31171.17400556442,26163.773149652894,25708.448909728333,27791.22002377152
691,27882.933076776437,31162.437335021914,25966.83577045724,25708.448909728333,27680.16377299598
701,27882.933076776437,31162.437335021914,25966.83577045724,25467.999903510798,27620.051521441594
711,27882.933076776437,31162.437335021914,25966.83577045724,25378.17381123053,27597.59499837153
721,27533.62579049662,31109.528610479403,25966.83577045724,25202.877436025592,27453.216901864715
731,27477.432911531254,31109.528610479403,25966.83577045724,25144.049689196185,27424.46174541602
741,27378.377483590797,31107.867779238397,25966.83577045724,24895.417039339252,27337.124518156423
751,27378.377483590797,31051.510770720557,25966.83577045724,24769.903013900162,27291.65675966719
761,27378.377483590797,30868.334921295558,25870.608634214055,24730.77009931349,27212.022784603476
771,27306.014513135226,30764.13351711901,25789.61514960015,24647.460907233377,27126.80602177194
781,27277.59339536142,30764.13351711901,25789.61514960015,24413.95905547862,27061.3252793898
791,27031.20744889927,30762.066444526787,25789.61514960015,24131.607953830677,26928.624249214223
801,27031.20744889927,30761.346184057173,25789.61514960015,23929.25030010139,26877.854770664497
811,27029.90638655509,30536.102143204556,25789.36691764573,23929.25030010139,26821.156436876692
821,27029.90638655509,30267.379855780066,25789.36691764573,23827.298295475623,26728.487863864124
831,27000.20738726902,30099.547344140803,25722.441091676978,23651.19931145874,26618.348783636386
841,26995.0366237935,30062.417739704422,25722.441091676978,23651.19931145874,26607.77369165841
851,26970.68967636544,30062.417739704422,25722.441091676978,23635.807581806675,26597.839022388376
861,26970.68967636544,30020.336574604633,25306.157064110495,23611.145451005643,26477.08219152155
871,26784.833723622774,30020.336574604633,25243.107653829073,23561.50907432261,26402.44675659477
881,26760.916321664437,29946.039125416926,24977.250285457492,23319.570422695466,26250.944038808582
891,26662.282225567604,29927.104232136193,24977.250285457492,23296.387874569973,26215.756154432816
901,26662.282225567604,29345.854355735995,24832.983572054916,23238.612792873282,26019.933236557947
911,26628.4251222564,29331.361346418398,24825.109101013226,23225.90393152488,26002.699875303228
921,26628.4251222564,29327.952200562097,24825.109101013226,23045.963957508236,25956.86259533499
931,26628.4251222564,29298.708878654437,24825.109101013226,23037.488444007697,25947.43288648294
941,26598.778402524607,29286.539776379243,24813.634983734053,22994.56415718629,25923.37932995605
