,Run #1 BSF,Run #2 BSF,Run #3 BSF,Run #4 BSF,Average BSF
1341,25511.00631319686,27484.689252311844,30548.68640036933,24295.262992283522,26959.91123954039
1351,25511.00631319686,27219.563086599133,30499.299582612657,24278.273763465048,26877.03568646842
1361,25480.14146591785,27219.563086599133,30499.299582612657,24182.657529880766,26845.415416252603
1371,25480.14146591785,27219.563086599133,30499.299582612657,24095.3834247442,26823.59688996846
1381,25208.226413803535,27219.563086599133,30499.299582612657,24006.51231502216,26733.40034950937
1391,25176.617132620388,27219.563086599133,30488.820844629434,23910.160415597467,26698.790369861603
1401,25176.617132620388,27219.563086599133,30488.820844629434,23821.13910301377,26676.53504171568
1411,25103.962394564554,27219.563086599133,30488.820844629434,23762.679209472666,26643.756383816446
1421,25103.962394564554,27219.563086599133,30463.471364321624,23580.1316905427,26591.782134007
1431,25103.962394564554,26944.519115092422,30463.471364321624,23434.15059384998,26486.525866957145
1441,25103.962394564554,26907.35647486258,30463.471364321624,23434.15059384998,26477.235206899684
1451,25103.962394564554,26826.810373733075,30463.471364321624,23358.468935137716,26438.17826693924
1461,25103.962394564554,26826.810373733075,30446.61184188023,23358.468935137716,26433.963386328895
1471,25103.962394564554,26826.810373733075,30446.61184188023,23358.468935137716,26433.963386328895
1481,25103.962394564554,26739.480416581493,30446.61184188023,23143.768963397095,26358.455904105846
1491,25050.356838024352,26732.96605214739,30446.61184188023,23143.768963397095,26343.42592386227
1501,25050.356838024352,26560.677741849835,30446.61184188023,23143.768963397095,26300.35384628788
1511,25050.356838024352,26403.126640158,30384.592228406553,22949.862855933836,26196.984640630686
1521,25050.356838024352,26083.860157611976,30378.3048059763,22937.083365978386,26112.401291897753
1531,25050.356838024352,26083.860157611976,30378.3048059763,22937.083365978386,26112.401291897753
1541,25050.356838024352,26061.03643351769,30378.3048059763,22858.727834419533,26087.106477984467
1551,25050.356838024352,25905.535824404527,30378.3048059763,22800.321426619168,26033.629723756087
1561,25032.922714520075,25857.047009328475,30378.3048059763,22447.706359854903,25928.995222419937
1571,25032.922714520075,25857.047009328475,30328.688063949918,22447.706359854903,25916.59103691334
1581,25028.71415108314,25857.047009328475,30328.688063949918,22447.706359854903,25915.538896054106
1591,25028.71415108314,25857.047009328475,30328.688063949918,22447.706359854903,25915.538896054106
1601,25026.455957140995,25857.047009328475,30328.688063949918,22447.706359854903,25914.974347568572
1611,24982.14925339254,25857.047009328475,30328.688063949918,22447.706359854903,25903.897671631457
1621,24982.14925339254,25857.047009328475,30328.688063949918,22447.706359854903,25903.897671631457
1631,24933.517344517597,25692.90036307128,30309.17459696517,22447.706359854903,25845.824666102235
1641,24933.517344517597,25605.462007644775,30309.17459696517,22447.706359854903,25823.96507724561
1651,24894.28385515702,25565.878042585402,30309.17459696517,22447.706359854903,25804.260713640622
1661,24894.28385515702,25435.04930835515,30309.17459696517,22426.670472192123,25766.294558167367
1671,24854.166713348328,25435.04930835515,30309.17459696517,22426.670472192123,25756.265272715194
1681,24854.166713348328,25287.31046854256,30309.17459696517,22384.294417314806,25708.73654904272
1691,24854.166713348328,25174.131359053124,30309.17459696517,22367.5810099314,25676.263419824503
1701,24854.166713348328,25162.298480238165,30309.17459696517,22351.80803910244,25669.361957413526
1711,24854.166713348328,24970.875719433694,30280.949216369467,22292.647929215935,25599.659894591856
1721,24854.166713348328,24970.875719433694,30280.949216369467,22263.104179350776,25592.273957125566
1731,24854.166713348328,24970.875719433694,30280.949216369467,22263.104179350776,25592.273957125566
1741,24854.166713348328,24970.875719433694,30280.949216369467,22219.1113900669,25581.275759804597
1751,24854.166713348328,24970.875719433694,30280.949216369467,21984.047056747968,25522.509676474863
1761,24854.166713348328,24970.875719433694,30277.57863857105,21934.65845590606,25509.319881814783
1771,24854.166713348328,24894.13100889921,30277.57863857105,21929.563938872936,25488.86007492288
1781,24824.30482897896,24894.1310088992,30277.57863857105,21922.62225617039,25479.6591831549
1791,24821.67966007989,24894.1310088992,30277.57863857105,21850.49667051876,25460.971494517224
1801,24821.67966007989,24839.296189419525,30277.57863857105,21788.394872804103,25431.737340218642
1811,24821.67966007989,24613.611641426203,30277.57863857105,21622.151324605748,25333.755316170722
1821,24821.67966007989,24613.611641426203,30277.57863857105,21498.359625857523,25302.807391483668
1831,24821.67966007989,24606.154562529435,30277.57863857105,21457.982456510446,25290.848829422706
1841,24821.67966007989,24490.23334557317,30277.57863857105,21436.895498443086,25256.5967856668
1851,24780.166716518554,24490.23334557317,30277.57863857105,21436.895498443086,25246.218549776466
1861,24780.166716518554,24482.528907982527,30277.57863857105,21436.895498443086,25244.292440378806
1871,24780.166716518554,24365.928144580404,30276.082894105668,21436.895498443086,25214.76831341193
1881,24780.166716518554,24365.928144580404,30276.082894105668,21436.895498443086,25214.76831341193
1891,24780.166716518554,24365.928144580404,30276.082894105668,21379.651643688543,25200.457349723292
1901,24780.166716518554,24281.208471595764,30170.134118386977,21379.651643688543,25152.79023754746
1911,24780.166716518554,24281.208471595764,30170.134118386977,21258.712169013586,25122.55536887872
1921,24753.536349264614,24251.492126427158,30170.134118386977,21258.712169013586,25108.468690773083
1931,24753.536349264614,24169.478443824737,30170.134118386977,21044.29285649888,25034.360441993802
1941,24687.903311420214,24129.787731845176,30170.134118386977,21044.29285649888,25008.02950453781
1951,24687.903311420214,24122.38517435659,30170.134118386977,21012.470119079102,24998.223180810724
1961,24687.903311420214,24054.830828312675,30170.134118386977,21012.470119079102,24981.33459429974
1971,24687.903311420214,23984.664107549215,30170.134118386977,20873.44003865463,24929.03539400276
1981,24687.903311420214,23982.053778206267,30170.134118386977,20873.44003865463,24928.382811667023
1991,24687.903311420214,23982.053778206267,30170.134118386977,20873.44003865463,24928.382811667023
2001,24665.200769966814,23967.351190625075,30170.134118386977,20831.66471623543,24908.587698803574
2011,24633.620607214536,23967.351190625075,30108.456845430628,20818.173415915844,24881.90051479652
2021,24480.230151448235,23807.25549790586,30108.456845430628,20818.173415915844,24803.528977675138
2031,24480.230151448235,23609.46169432084,30108.456845430628,20762.56834017208,24740.179257842945
2041,24338.234786896654,23547.22764480414,30108.456845430628,20704.359857558007,24674.56978367236
2051,24338.234786896654,23310.067745243636,30108.456845430628,20658.29797444613,24603.76433800426
2061,24338.234786896654,23310.067745243636,30108.456845430628,20655.037382533552,24602.949190026116
2071,23838.249139777254,23310.067745243636,30108.456845430628,20569.127192890923,24456.47523083561
2081,23767.442370223882,23216.83638086993,30108.456845430628,20569.127192890923,24415.46569735384
2091,23570.772714242423,23214.893363846964,30108.456845430628,20552.41378550752,24361.634177256885
2101,23479.84319481139,23033.495737954767,30108.456845430628,20464.840011890534,24271.658947521828
2111,23450.613367503294,23033.495737954767,30108.456845430628,20464.840011890534,24264.351490694804
2121,23380.701134737374,22976.691513129026,30108.456845430628,20464.840011890534,24232.67237629689
2131,23358.61656405634,22738.43878370159,30108.456845430628,20464.14067295589,24167.413216536115
2141,23358.61656405634,22738.43878370159,30108.456845430628,20425.522866993928,24157.758765045623
2151,23349.694945684467,22738.43878370159,30043.146007179457,20404.435908926567,24133.92891137302
2161,23239.303605920886,22720.4560115944,29960.69181865937,20404.435908926567,24081.221836275305
2171,23239.303605920886,22697.35287118785,29960.69181865937,20392.10570913128,24072.36350122485
2181,23154.711606893616,22694.103058897865,29839.179560697234,20392.10570913128,24020.024983904997
2191,23088.75853846451,22692.108060214592,29785.932106771485,20249.65345326708,23954.113039679414
2201,22996.495133366174,22624.738710730067,29513.592267367563,20249.65345326708,23846.11989118272
2211,22934.726852337168,22624.738710730067,29378.48255950075,20249.65345326708,23796.900393958767
2221,22934.726852337168,22624.738710730067,29142.260247981405,20249.65345326708,23737.84481607893
2231,22910.776613196154,22540.97930847898,28820.298600229486,20249.65345326708,23630.426993792924
2241,22701.25973577181,22451.817098470765,28435.90855765523,20205.482635045813,23448.617006735905
2251,22645.483291334447,22448.022850034784,27834.847475588333,20205.482635045813,23283.459063000846
2261,22645.483291334447,22448.022850034784,27834.847475588333,20205.482635045813,23283.459063000846
2271,22645.483291334447,22448.022850034784,27834.847475588333,20163.20185315418,23272.888867527938
2281,22645.483291334447,22448.022850034784,27769.15528946388,20095.196514193995,23239.464486256773
2291,22635.201830204907,22410.57455495596,27733.58378927646,20095.196514193995,23218.639172157833
2301,22553.31840709836,22393.087581627493,26948.72692755691,20095.196514193995,22997.58235761919
2311,22553.31840709836,22156.649527627735,26948.72692755691,20072.747051400216,22932.860478420807
2321,22553.31840709836,22156.649527627735,26948.72692755691,20070.768861516302,22932.36593094983
2331,22330.399050007974,22156.649527627735,26752.690658728676,20053.36689468257,22823.276532761738
2341,22330.399050007974,22156.649527627735,26752.690658728676,20053.366894682564,22823.276532761738
2351,22330.399050007974,22134.629104307754,26702.61379922707,20034.750648258105,22800.598150450227
2361,22088.607419424352,22134.629104307754,26702.61379922707,20034.750648258105,22740.15024280432
2371,22088.607419424352,22118.72034466754,26522.247012645257,19942.91257268052,22668.121837354418
2381,22088.607419424352,22118.72034466754,26437.786771147068,19942.91257268052,22647.006776979873
2391,22088.607419424352,22118.72034466754,26437.786771147068,19833.874801397607,22619.747334159147
2401,22088.607419424352,22067.881666962447,26381.713135675378,19833.874801397607,22593.019255864943
2411,22086.956721126036,21927.34187777312,26271.87992284352,19833.874801397607,22530.01333078507
2421,22046.9523166348,21925.034340824815,25716.97923665036,19833.87480139759,22380.71017387689
2431,22020.65952862345,21925.034340824815,25716.97923665036,19812.787843330247,22368.86523735722
2441,21979.283819774853,21883.070826649495,25350.111289278288,19465.576244882308,22169.510545146237
2451,21979.283819774853,21678.686405640612,25350.111289278288,19465.576244882308,22118.414439894015
2461,21857.948970108453,21673.763358865202,25185.79967350967,19464.170595856325,22045.420649584914
2471,21688.376930820086,21673.763358865202,25185.79967350967,19450.202857781485,21999.53570524411
2481,21688.376930820086,21673.763358865202,25134.40474210226,19446.942265868922,21985.87182441412
2491,21688.376930820086,21507.568919963356,24935.066008328075,19430.22885848552,21890.31017939926
2501,21688.376930820086,21436.912025846625,24792.387080335142,19406.958345450268,21831.158595613033
2511,21688.376930820086,21434.15615815565,24792.387080335142,19403.697753537712,21829.654480712146
2521,21680.164040501106,21434.15615815565,24654.374806801847,19403.6977535377,21793.09818974908
2531,21680.164040501106,21395.287486518995,24654.374806801847,19352.37258654723,21770.549730092294
2541,21555.408861441534,21385.47543577769,24654.374806801847,19322.156923098508,21729.354006779893
2551,21498.89801938093,21373.267063199004,24543.340094088053,19322.156923098508,21684.41552494162
2561,21498.89801938093,21346.69956720293,24128.17117868016,19307.995705776877,21570.441117760223
2571,21472.677976538223,21346.69956720293,23593.090607618982,19278.93339350551,21422.850386216414
2581,21450.402525256406,21346.69956720293,23416.352713555796,19270.900034402235,21371.08871010434
2591,21371.56216497592,21338.24118705074,23303.815228866206,19253.242779967724,21316.71534021515
2601,21371.56216497592,21311.29248874486,23303.815228866206,19251.23070650445,21309.47514727286
2611,21371.56216497592,21311.29248874486,23303.815228866206,19158.86665283608,21286.384133855765
2621,21366.15589280639,21180.603542757228,23279.738971885254,19158.86665283608,21246.341265071238
2631,21310.106097383665,21159.70113832047,23148.470246140652,19158.86665283608,21194.286033670218
2641,21247.326813246847,21159.70113832047,23148.470246140652,19124.655545207002,21170.038435728744
2651,21247.326813246847,21061.702383621763,23125.868020832095,19124.655545207002,21139.888190726924
2661,21161.24038574825,21061.702383621763,23125.868020832095,19124.655545207002,21118.36658385228
2671,21161.24038574825,21044.45692745758,23125.868020832095,19124.655545207002,21114.055219811235
2681,21113.844845732656,20845.892053131323,23056.06005251333,19121.14842148287,21034.236343215045
2691,21110.19939649934,20845.892053131323,23056.06005251333,19121.14842148287,21033.324980906717
2701,21110.19939649934,20845.892053131323,23056.06005251333,19010.09638532651,21005.561971867628
2711,21075.078141152666,20845.892053131323,23056.06005251333,19010.09638532651,20996.78165803096
2721,20979.931126946478,20840.28899190938,22777.248776113942,19010.09638532651,20901.891320074075
2731,20979.931126946478,20840.28899190938,22770.774733539638,19010.09638532651,20900.272809430502
2741,20825.011146326695,20840.28899190938,22770.774733539638,19010.09638532651,20861.542814275555
2751,20825.011146326695,20840.28899190938,22701.853392150017,18990.473954405377,20839.406871197865
2761,20825.011146326695,20840.28899190938,22701.853392150017,18990.473954405377,20839.406871197865
2771,20823.544497532293,20705.50344928359,22701.853392150017,18951.35384020243,20795.563794792084
2781,20788.593818499867,20705.50344928359,22583.265867174207,18951.35384020243,20757.179243790022
2791,20773.25750022589,20705.50344928359,22583.265867174207,18951.35384020243,20753.34516422153
2801,20773.25750022589,20705.50344928359,22583.265867174207,18922.316722556203,20746.085884809974
2811,20728.04864037643,20705.50344928359,22563.22522893032,18913.883655895883,20727.665243621555
2821,20727.156223978123,20705.50344928359,22509.312809530762,18885.353760033893,20706.831560706592
2831,20711.649280318725,20691.877817540895,22487.794066189523,18824.706933984984,20679.007024508534
2841,20711.649280318725,20691.877817540895,22425.139968181284,18824.706933984984,20663.34350000647
2851,20698.99203884309,20691.877817540895,22153.24634353284,18802.242179253597,20586.589594792604
2861,20686.613967548223,20691.877817540895,22153.24634353284,18802.242179253597,20583.495076968888
2871,20680.51060326119,20691.877817540895,22153.24634353284,18802.242179253597,20581.96923589713
2881,20595.195796356766,20691.877817540895,22133.16958508615,18802.242179253597,20555.621344559353
2891,20511.082847541016,20691.877817540895,21993.158067559376,18774.557663646283,20492.669099071893
2901,20511.082847541016,20691.877817540895,21993.158067559376,18746.261317160435,20485.59501245043
2911,20498.891876476144,20691.877817540895,21993.158067559376,18746.261317160435,20482.54726968421
2921,20498.891876476144,20606.231552020854,21876.04225860422,18581.3537965019,20390.62987090078
2931,20498.891876476144,20606.231552020854,21856.604795083236,18581.3537965019,20385.770505020533
2941,20495.989022189216,20606.231552020854,21719.460288259703,18581.3537965019,20350.75866474292
2951,20478.493339804067,20606.231552020854,21719.460288259703,18581.3537965019,20346.38474414663
2961,20477.731702783854,20606.231552020854,21719.460288259703,18581.3537965019,20346.194334891577
2971,20439.148685949862,20606.231552020854,21626.885155476608,18581.3537965019,20313.404797487306
2981,20420.66725036797,20606.231552020854,21626.885155476608,18479.198170990054,20283.24553221387
2991,20417.81666961913,20593.841424811795,21626.885155476608,18479.198170990054,20279.435355224396
3001,20408.66483944622,20593.841424811795,21561.924826997103,18479.198170990054,20260.907315561293
,Run #1 ASF,Run #2 ASF,Run #3 ASF,Run #4 ASF,Average ASF
1,90758.77204811173,90642.13429172568,90743.65450646097,90698.07220265733,90710.65826223893
11,81522.08582115275,81739.03264640583,83024.06070752403,83328.23271371603,82403.35297219966
21,77307.2959443774,77667.06519200756,77745.59362262073,77887.30632780725,77651.81527170324
31,73548.04969995319,74290.01416366918,74096.45542031815,73066.03155097265,73750.13770872829
41,71051.70385439502,72494.34314723714,69865.68957303444,70604.59857412078,71004.08378719684
51,67413.02504248368,70226.84361744836,67023.76481427327,67769.12089832716,68108.18859313312
61,64128.49710669245,66943.0574619428,64596.584147162735,63813.32360019582,64870.36557899845
71,62293.77889826545,64665.7947314958,62637.64271428997,61561.78214104462,62789.749621273964
81,61362.35131550182,62297.8022989215,60533.35425172455,59450.22513667184,60910.933250704926
91,60387.88443271165,60394.545129107544,58343.10192614994,57505.060651007734,59157.64803474421
101,59428.822296577215,59153.67066779967,56694.33807563524,55438.412621202566,57678.81091530367
111,58418.440914423394,57964.78083917185,55811.82799610935,54204.18488164922,56599.808657838454
121,56997.20938940715,56043.53203775495,54785.10811144829,53335.04863723969,55290.224543962526
131,55881.26491712787,54679.40893233292,53873.33694084238,52610.12231179693,54261.03327552503
141,54351.2617263306,52961.63498405737,52140.60630161073,51968.39465310037,52855.47441627477
151,52809.79089170423,51249.182507236925,51429.55690100513,50792.82799912156,51570.339574766964
161,51991.352566598274,50222.80440574873,50983.68152741387,49557.675922784714,50688.8786056364
171,50668.07467797042,49279.13013199306,50175.09641055071,48810.05951500115,49733.09018387883
181,49837.86422347246,48449.38405528341,49230.83186299014,48155.96719181555,48918.51183339039
191,49008.65509422028,47229.43292527605,48664.48883796551,47555.74323842157,48114.58002397085
201,48292.96212282638,46408.25073446035,48007.08783875748,47088.13772140063,47449.10960436121
