,Run #1 BSF,Run #2 BSF,Run #3 BSF,Run #4 BSF,Average BSF
1251,36953.02193391959,34437.823301935634,31885.430920460723,35726.822134818474,34750.77457278361
1261,36953.02193391959,34437.823301935634,31885.430920460723,35726.822134818474,34750.77457278361
1271,36953.02193391959,34437.823301935634,31885.430920460723,35726.822134818474,34750.77457278361
1281,36719.73266341703,34437.823301935634,31885.430920460723,35515.676919464015,34639.66595131935
1291,36719.73266341703,34437.823301935634,31885.430920460723,35367.61603255,34602.650729590845
1301,36663.428817494256,34437.823301935634,31885.430920460723,35351.6872997904,34584.592584920254
1311,36663.428817494256,34293.479473261854,31885.430920460723,35257.92319869309,34525.06560247748
1321,36663.428817494256,34293.479473261854,31885.430920460723,35257.92319869309,34525.06560247748
1331,36663.428817494256,34293.479473261854,31771.88976311774,35144.53799802403,34468.33401297447
1341,36530.18707437815,34293.479473261854,31384.052721487693,35083.59778125623,34322.82926259598
1351,36495.22881899431,34293.479473261854,31212.53537528214,35083.59778125623,34271.21036219863
1361,36005.73928755827,34286.61625170857,31212.53537528214,34954.346472052726,34114.80934665042
1371,36005.73928755827,34282.14661279086,31212.53537528214,34954.346472052726,34113.69193692099
1381,35708.32734091784,34088.53752583026,31212.53537528214,34804.05805705633,33953.364574771644
1391,35708.32734091784,34088.53752583026,31212.53537528214,34632.72150860621,33910.530437659116
1401,35708.32734091784,34088.53752583026,31212.53537528214,34344.02266819919,33838.355727557355
1411,35620.337150556836,34088.53752583026,31212.53537528214,34344.02266819919,33816.35817996711
1421,35620.337150556836,34088.53752583026,31212.53537528214,34331.24013552729,33813.162546799125
1431,35620.337150556836,34088.53752583026,31212.53537528214,34331.24013552729,33813.162546799125
1441,35620.337150556836,34088.53752583026,31212.53537528214,34267.344686285294,33797.18868448863
1451,35620.337150556836,34088.53752583026,31212.53537528214,34267.344686285294,33797.18868448863
1461,35620.337150556836,33620.628563634906,31016.50384290114,34267.344686285294,33631.203560844544
1471,35563.35049903158,33620.628563634906,30961.016042064915,33925.73660524202,33517.682927493355
1481,35563.35049903158,33620.628563634906,30911.790094444095,33925.73660524202,33505.376440588145
1491,35348.03281547289,33580.788813259016,30911.790094444095,33925.73660524202,33441.5870821045
1501,35348.03281547289,33580.788813259016,30308.014604780714,33706.24567796808,33235.77047787017
1511,35348.03281547289,33569.93909437348,30308.014604780714,33706.24567796808,33233.05804814879
1521,35348.03281547289,33566.87127682453,30308.014604780714,33614.69978190215,33209.404619745066
1531,35348.03281547289,33566.87127682452,30308.014604780714,33589.08513538711,33203.00095811631
1541,35280.54101667397,33566.87127682452,30308.014604780714,33589.08513538711,33186.12800841658
1551,35280.54101667397,33295.38960567444,30308.014604780714,33589.08513538711,33118.25759062906
1561,35280.54101667397,33295.38960567444,30308.014604780714,33589.08513538711,33118.25759062906
1571,34952.685778131105,33295.38960567444,30308.014604780714,33168.2580676873,32931.08701406839
1581,34926.35720613889,33295.38960567444,30267.751981041205,33168.2580676873,32914.439215135455
1591,34777.0335424168,33291.83540098675,30184.732227205805,33168.2580676873,32855.464809574165
1601,34773.52725753306,33291.83540098675,30108.606699016324,32981.317863044926,32788.821805145264
1611,34773.52725753306,33213.91020239835,30108.606699016324,32981.317863044926,32769.34050549817
1621,34364.82877516161,33152.55683370652,29745.286110944384,32981.317863044926,32560.997395714356
1631,34364.82877516161,33152.55683370652,29745.286110944384,32981.317863044926,32560.997395714356
1641,34364.82877516161,33142.58032585171,29437.554879279327,32981.317863044926,32481.570460834395
1651,34364.82877516161,33004.784702214725,29437.554879279327,32940.151857313074,32436.830053492184
1661,34273.006119339625,33004.784702214725,29437.554879279327,32940.151857313074,32413.874389536686
1671,34079.62479812118,33004.784702214725,29437.554879279327,32940.151857313074,32365.529059232074
1681,34079.62479812118,33004.784702214725,29437.554879279327,32789.97399235237,32327.984592991896
1691,34079.62479812118,32927.00098299234,29408.333529607364,32789.97399235237,32301.233325768313
1701,33874.383945415844,32927.00098299234,29408.333529607364,32789.97399235237,32249.923112591976
1711,33874.383945415844,32927.00098299234,29408.333529607364,32789.97399235237,32249.923112591976
1721,33874.383945415844,32861.49220704235,29408.333529607364,32789.97399235237,32233.545918604483
1731,33874.383945415844,32861.49220704235,29408.333529607364,32789.97399235237,32233.545918604483
1741,33874.383945415844,32861.49220704235,29394.256373952958,32789.97399235237,32230.02662969088
1751,33874.383945415844,32809.80771800044,29394.256373952958,32789.97399235237,32217.105507430402
1761,33874.383945415844,32716.40691560407,29394.256373952958,32789.97399235237,32193.755306831314
1771,33874.383945415844,32716.40691560407,29394.256373952958,32723.011897994926,32177.014783241953
1781,33874.383945415844,32716.40691560407,29394.256373952958,32593.232140384414,32144.569843839323
1791,33874.383945415844,32716.40691560407,29394.256373952958,32593.232140384414,32144.569843839323
1801,33874.383945415844,32716.40691560407,29394.256373952958,32571.813766442283,32139.21525035379
1811,33793.53537901457,32716.40691560407,29394.256373952958,32571.813766442283,32119.00310875347
1821,33793.53537901457,32716.40691560407,29394.256373952958,32164.245944966726,32017.11115338458
1831,33493.2980033332,32643.50976297742,29394.256373952958,32164.245944966726,31923.827521307576
1841,33493.2980033332,32479.95642172479,29394.256373952958,32164.245944966726,31882.93918599442
1851,33493.2980033332,32441.047617819197,29388.82461252403,32164.245944966726,31871.854044660788
1861,33493.2980033332,32441.047617819197,29388.82461252403,32164.245944966726,31871.854044660788
1871,33452.28930930312,32316.61752338577,29388.82461252403,32164.245944966726,31830.49434754491
1881,33371.7803447055,32316.61752338577,29194.381171120513,32164.245944966726,31761.756246044624
1891,33371.7803447055,32316.61752338577,29194.381171120513,32164.245944966726,31761.756246044624
1901,33371.7803447055,32316.61752338577,29194.381171120513,32164.245944966726,31761.756246044624
1911,33371.7803447055,32316.61752338577,29194.381171120513,32164.245944966726,31761.756246044624
1921,33175.90740561098,32316.61752338577,29194.381171120513,32164.245944966726,31712.788011270994
1931,33101.33094208604,32316.61752338577,29194.381171120513,32164.245944966726,31694.143895389763
1941,33101.33094208604,32316.61752338577,28995.97964689361,32164.245944966726,31644.543514333036
1951,33101.33094208604,32316.61752338577,28995.97964689361,32164.245944966726,31644.543514333036
1961,33086.34422144454,32316.61752338577,28995.97964689361,32164.245944966726,31640.79683417266
1971,32938.05217418332,32316.61752338577,28995.97964689361,32088.7251677299,31584.843628048147
1981,32938.05217418332,32316.61752338577,28995.97964689361,32088.7251677299,31584.843628048147
1991,32938.05217418332,32290.61045415248,28930.158287589926,31888.99116354527,31511.95301986775
2001,32811.758273116386,32290.61045415248,28930.158287589926,31888.99116354527,31480.379544601015
2011,32811.758273116386,32132.97073925955,28930.158287589926,31888.99116354527,31440.969615877784
2021,32811.758273116386,31950.78960279787,28930.158287589926,31859.405818892486,31388.02799559917
2031,32811.758273116386,31950.78960279787,28930.158287589926,31859.405818892486,31388.02799559917
2041,32811.758273116386,31950.78960279787,28930.158287589926,31859.405818892486,31388.02799559917
2051,32567.23825044873,31950.78960279787,28885.553548324486,31859.405818892486,31315.746805115894
2061,32567.23825044873,31950.78960279787,28885.553548324486,31761.877104216303,31291.364626446848
2071,32567.23825044873,31950.78960279787,28882.13954600084,31761.877104216303,31290.511125865934
2081,32567.23825044873,31950.78960279787,28882.13954600084,31761.877104216303,31290.511125865934
2091,32567.23825044873,31950.78960279787,28882.13954600084,31761.877104216303,31290.511125865934
2101,32468.41769343154,31950.78960279787,28882.13954600084,31761.877104216303,31265.80598661164
2111,32468.41769343154,31950.78960279787,28882.13954600084,31631.113762748904,31233.11515124479
2121,32448.795067098283,31950.78960279787,28882.13954600084,31631.113762748904,31228.209494661474
2131,32407.52248953509,31950.78960279787,28882.13954600084,31631.113762748904,31217.89135027068
2141,31975.006381995165,31891.19776529167,28739.925793436843,31631.113762748904,31059.310925868147
2151,31975.006381995165,31891.19776529167,28145.44157660816,31631.113762748904,30910.689871660976
2161,31862.872317900696,31891.19776529167,28145.44157660816,31631.113762748904,30882.656355637355
2171,31862.872317900696,31891.19776529167,28145.44157660816,31631.113762748904,30882.656355637355
2181,31862.872317900696,31891.19776529167,28145.44157660816,31631.113762748904,30882.656355637355
2191,31845.0878235164,31891.19776529167,28022.592060472514,31631.113762748904,30847.49785300737
2201,31845.0878235164,31891.19776529167,28022.592060472514,31631.113762748904,30847.49785300737
2211,31830.96970005795,31891.19776529167,28022.592060472514,31389.90824868328,30783.66694362635
2221,31830.96970005795,31891.19776529167,28022.592060472514,31389.90824868328,30783.66694362635
2231,31830.96970005795,31836.88627968891,28022.592060472514,31389.90824868328,30770.089072225663
2241,31830.96970005795,31836.88627968891,28022.592060472514,31389.90824868328,30770.089072225663
2251,31656.75709625998,31836.88627968891,28022.592060472514,31389.90824868328,30726.53592127617
2261,31656.75709625998,31836.88627968891,28022.592060472514,31357.7395072183,30718.493735909924
2271,31656.75709625998,31836.195781683975,28022.592060472514,31357.7395072183,30718.32111140869
2281,31656.75709625998,31700.246171515588,28022.592060472514,31357.7395072183,30684.333708866594
2291,31656.75709625998,31700.246171515588,28022.592060472514,31340.3922270996,30679.99688883692
2301,31656.75709625998,31700.246171515588,27999.927683297206,31340.3922270996,30674.330794543093
2311,31656.75709625998,31688.230259492513,27999.927683297206,31340.3922270996,30671.326816537323
2321,31615.935121669536,31636.1693506654,27736.183723242273,31340.3922270996,30582.1701056692
2331,31615.935121669536,31636.1693506654,27736.183723242273,31340.3922270996,30582.1701056692
2341,31615.935121669536,31636.1693506654,27736.183723242273,31142.85594358176,30532.78603478974
2351,31615.935121669536,31636.1693506654,27736.183723242273,30994.65671946847,30495.736228761416
2361,31615.935121669536,31627.374789124693,27736.183723242273,30994.65671946847,30493.53758837624
2371,31615.935121669536,31627.374789124693,27735.946218797228,30994.65671946847,30493.478212264978
2381,31615.935121669536,31627.374789124693,27735.946218797228,30994.65671946847,30493.478212264978
2391,31615.935121669536,31627.374789124693,27735.946218797228,30994.65671946847,30493.478212264978
2401,31615.935121669536,31627.374789124693,27424.120028759018,30994.65671946847,30415.521664755426
2411,31615.935121669536,31627.374789124693,27424.120028759018,30898.58577341829,30391.503928242884
2421,31615.935121669536,31627.374789124693,27424.120028759018,30898.58577341829,30391.503928242884
2431,31452.224171873535,31627.374789124693,27424.120028759018,30890.857947019114,30348.64423419409
2441,31452.224171873535,31627.374789124693,27424.120028759018,30768.27985271145,30317.999710617172
2451,31452.224171873535,31627.374789124693,27398.250225491163,30768.27985271145,30311.53225980021
2461,31452.224171873535,31627.374789124693,27398.250225491163,30768.27985271145,30311.53225980021
2471,31452.224171873535,31627.374789124693,27398.250225491163,30768.27985271145,30311.53225980021
2481,31452.224171873535,31627.374789124693,27398.250225491163,30768.27985271145,30311.53225980021
2491,31452.224171873535,31448.196595174173,27353.34139089003,30220.006749552074,30118.442226872452
2501,31452.224171873535,31448.196595174173,27353.34139089003,30129.251762484724,30095.753480105614
2511,31442.60267312191,31448.196595174173,27353.34139089003,30129.251762484724,30093.34810541771
2521,31442.60267312191,31448.196595174173,27328.594508598468,30129.251762484724,30087.161384844818
2531,31442.60267312191,31448.196595174173,27042.04836158649,30129.251762484724,30015.524848091824
2541,31442.60267312191,31448.196595174173,27042.04836158649,30129.251762484724,30015.524848091824
2551,31442.60267312191,31401.43492726061,27042.04836158649,30129.251762484724,30003.834431113435
2561,31442.60267312191,31401.43492726061,27042.04836158649,30129.251762484724,30003.834431113435
2571,31433.7182301004,31401.43492726061,27042.04836158649,30129.251762484724,30001.613320358058
2581,31123.437447367,31401.43492726061,27042.04836158649,30129.251762484724,29924.043124674707
2591,31123.437447367,31401.43492726061,27041.407802730468,30129.251762484724,29923.8829849607
2601,31123.437447367,31401.43492726061,27041.407802730468,30129.251762484724,29923.8829849607
2611,31123.437447367,31401.43492726061,27036.307448785316,30129.251762484724,29922.607896474412
2621,31123.437447367,31401.43492726061,27005.228648172775,30129.251762484724,29914.838196321278
2631,31123.437447367,31396.498961526413,26905.74162451341,30129.251762484724,29888.732448972885
2641,31123.437447367,31396.498961526413,26905.74162451341,30129.251762484724,29888.732448972885
2651,31123.437447367,31396.498961526413,26905.74162451341,30129.251762484724,29888.732448972885
2661,31077.668063620647,31396.498961526413,26775.69061509085,30129.251762484724,29844.77735068066
2671,31077.668063620647,31396.498961526413,26775.69061509085,30129.251762484724,29844.77735068066
2681,31077.668063620647,31396.498961526413,26775.69061509085,30129.251762484724,29844.77735068066
2691,30909.938669085277,31396.498961526413,26775.69061509085,30129.251762484724,29802.845002046815
2701,30909.938669085277,31396.498961526413,26775.69061509085,30129.251762484724,29802.845002046815
2711,30909.938669085277,31396.498961526413,26759.113707424312,30129.251762484724,29798.700775130183
2721,30909.938669085277,31396.498961526413,26759.113707424312,30129.251762484724,29798.700775130183
2731,30909.938669085277,31245.599516486323,26759.113707424312,30129.251762484724,29760.97591387016
2741,30909.938669085277,31245.599516486323,26670.01896592962,30129.251762484724,29738.702228496484
2751,30909.938669085277,31245.599516486323,26670.01896592962,30129.251762484724,29738.702228496484
2761,30909.938669085277,31245.599516486323,26638.207222095243,30129.251762484724,29730.74929253789
2771,30909.938669085277,31245.599516486323,26638.207222095243,29788.371178632377,29645.5291465748
2781,30909.938669085277,31245.599516486323,26638.207222095243,29788.371178632377,29645.5291465748
2791,30909.938669085277,31245.599516486323,26638.207222095243,29788.371178632377,29645.5291465748
2801,30909.938669085277,31245.599516486323,26638.207222095243,29788.371178632377,29645.5291465748
2811,30909.938669085277,31245.599516486323,26263.3305822376,29788.371178632377,29551.809986610395
2821,30909.938669085277,31245.599516486323,26263.3305822376,29788.371178632377,29551.809986610395
2831,30901.84443303175,31245.599516486323,26263.3305822376,29788.371178632377,29549.786427597013
2841,30463.1455262982,31208.69628463223,26263.3305822376,29788.371178632377,29430.8858929501
2851,30361.767189251164,31061.616921373938,26263.3305822376,29788.371178632377,29368.77146787377
2861,30361.767189251164,31061.616921373938,26263.3305822376,29673.70836932697,29340.105765547418
2871,30361.767189251164,31061.616921373938,26263.3305822376,29672.97637771041,29339.92276764328
2881,30361.767189251164,31061.616921373938,26263.3305822376,29403.905733743275,29272.655106651495
2891,30361.767189251164,31061.616921373938,26134.263360028977,29360.62570248766,29229.568293285432
2901,30319.267015231173,31061.616921373938,26134.263360028977,28889.899560705184,29101.261714334818
2911,30319.267015231173,31061.616921373938,26134.263360028977,28889.899560705184,29101.261714334818
2921,30293.703082555046,30904.879043181838,26105.38892121835,28889.899560705184,29048.467651915103
2931,30293.703082555046,30904.879043181838,26044.949844799077,28889.899560705184,29033.357882810284
2941,30293.703082555046,30904.879043181838,26044.949844799077,28889.899560705184,29033.357882810284
2951,30293.703082555046,30904.879043181838,26044.949844799077,28889.899560705184,29033.357882810284
2961,30293.703082555046,30904.879043181838,26044.949844799077,28889.899560705184,29033.357882810284
2971,30293.703082555046,30904.879043181838,26044.949844799077,28889.899560705184,29033.357882810284
2981,30177.95974038697,30904.879043181838,26044.949844799077,28544.016289569747,28917.951229484406
2991,30177.95974038697,30904.879043181838,26044.949844799077,28544.016289569747,28917.951229484406
3001,30177.95974038697,30904.879043181838,26044.949844799077,28544.016289569747,28917.951229484406
,Run #1 ASF,Run #2 ASF,Run #3 ASF,Run #4 ASF,Average ASF
1,92466.40438798696,91836.22527845399,92740.95310544081,92633.33995882011,92419.23068267546
11,88218.87710048837,87683.217749843,86871.33136656655,85721.92408305344,87123.83757498783
21,85307.44671445768,84078.38197466536,83217.97612488881,83065.79043097935,83917.3988112478
31,82523.69535067759,79784.7102744784,80076.65729127367,78272.84026411155,80164.47579513531
41,80289.63886919185,77762.5948600645,77405.58827920265,75246.41639611029,77676.05960114233
51,79359.54313130339,74921.26417718487,75594.67534659164,71759.7951398727,75408.81944873816
61,77236.99876334766,71086.46801634277,74209.65615375289,70755.90652685615,73322.25736507485
71,74809.13264855558,69551.51489914417,73208.15508506715,69680.30222296357,71812.27621393261
81,74528.74996208402,68567.87559787866,72669.37338339881,68320.22890590719,71021.55696231718
91,73244.90448899845,67702.79667103571,72365.89030569964,67114.38956036564,70106.99525652485
101,72323.23839730397,66174.09408241346,70679.76762813081,66184.51213496571,68840.40306070348
111,70929.8707334521,66035.25230489406,70074.03046014313,65077.87371818275,68029.256804168
121,70179.34829022044,65254.2792031133,68778.78852555598,64359.50002333355,67142.97901055582
131,69517.96911213026,63577.614638785104,67371.37736514461,63331.59248654892,65949.63840065223
141,68349.75782244092,63014.645905903126,66403.40467964394,62587.11277816162,65088.730296537404
151,67663.99926847887,62944.79054273333,66057.38805419866,62010.5975405242,64669.19385148377
161,66716.74457932968,61395.00576430429,64616.026742930575,61177.623934751755,63476.350255329075
171,66282.40545966773,60679.78494931079,64070.71138642822,59891.014278039314,62730.97901836151
181,65515.26941967237,59525.92663890881,62900.030352084264,59344.34347535315,61821.392471504645
191,65265.107220214406,58311.250936891774,61848.067200108984,58485.89587766722,60977.5803087206
201,63740.8247694493,57891.89816044945,61181.68491756002,57794.04933439317,60152.11429546298
211,63950.5215588024,57557.09066988792,60870.26899872375,57624.17308350444,60000.513577729624
221,63233.75191220651,56485.93830796949,60147.69464837051,56435.89137992554,59075.81906211801
